0.066382,0.121492,0.097836,

0.100303,-0.027743,-0.053969,
0.115360,-0.102031,0.019922,
-0.057484,0.091307,-0.046661,

-0.042609,-0.057787,0.123345,
0.013907,0.075873,0.092331,
-0.026286,-0.017280,-0.011125,

0.045529,0.082880,-0.053679,
-0.022868,-0.009684,0.130069,
0.064937,0.033059,0.057887,

0.134023,-0.118368,-0.132134,
0.060985,-0.026398,0.103989,
0.038019,0.029074,-0.057242,

0.065716,0.050169,0.039673,
-0.061576,0.059339,-0.035101,
0.109242,0.117849,-0.104982,

0.033363,0.059755,-0.024351,
0.007237,0.008733,0.094466,
-0.096984,-0.082929,-0.078221,

-0.063299,0.101936,-0.053854,
0.139587,0.115082,-0.119456,
0.025550,-0.026538,-0.115353,

-0.001261,-0.102464,0.013194,
-0.073772,-0.137410,-0.104128,
0.014796,-0.086618,0.022002,

-0.093793,0.048450,-0.111700,
-0.095704,0.018392,-0.012073,
-0.065101,0.003083,-0.074552,

-0.082938,-0.074020,0.132634,
0.112795,-0.016471,0.067141,
0.032188,0.034988,-0.133748,

0.031421,-0.093571,-0.083073,
-0.056165,0.072631,0.043048,
-0.081911,0.074132,0.022773,

-0.107259,0.111893,-0.040087,
-0.039349,0.046549,-0.103156,
0.041893,0.082343,0.000207,

-0.101631,0.090709,0.058688,
0.084143,-0.077889,0.060585,
0.044090,0.036296,0.134510,

-0.091858,-0.033431,0.005858,
-0.006852,-0.056469,-0.042143,
-0.039408,0.122495,-0.014433,

0.049250,-0.037626,-0.106715,
0.114277,-0.013757,0.087364,
-0.031911,-0.082953,-0.114509,

-0.047373,0.056927,0.135182,
0.093427,-0.085798,0.068823,
-0.110361,0.104362,0.086088,

0.139949,0.064963,-0.083461,
0.085804,0.066961,0.021373,
-0.108675,0.066969,0.114206,

-0.124955,-0.020727,-0.122382,
-0.133528,-0.005132,0.121327,
-0.039124,-0.036968,0.011254,

0.071385,-0.117753,0.107155,
-0.046921,0.105722,0.042439,
0.106257,-0.110389,-0.087171,

0.105237,-0.128009,0.000257,
-0.077492,-0.048191,-0.062201,
0.103199,0.060474,0.047494,

0.008896,-0.025782,-0.025588,
0.043835,-0.041640,0.018683,
-0.106275,0.035438,-0.062912,

0.008944,0.068491,-0.041706,
0.030911,0.098092,0.114838,
0.094053,-0.082275,-0.107816,

0.109127,0.131930,0.125737,
0.017442,-0.004545,0.132919,
-0.067153,-0.053128,0.097942,

0.015615,-0.045760,0.011961,
-0.081694,-0.030967,0.054683,
0.102167,-0.032669,-0.060478,

-0.133425,0.041203,0.045123,
-0.134503,-0.009250,0.090697,
0.096407,-0.105893,0.081932,

0.097947,0.030958,0.056274,
-0.127409,-0.109687,-0.069089,
-0.104981,0.056332,0.082806,

0.070722,0.105310,-0.022812,
0.081682,0.055678,-0.028613,
-0.123499,0.092750,-0.049453,

-0.066576,-0.110969,-0.023207,
-0.092385,0.080162,0.127565,
-0.025171,-0.072614,-0.000813,

0.097048,0.069554,0.035909,
0.043248,0.012985,0.112218,
0.009715,0.089634,0.138290,

0.087578,-0.024917,0.057886,
0.044132,-0.103121,-0.001797,
-0.069529,-0.069181,-0.081727,

-0.013502,0.063607,0.111511,
-0.010437,-0.006925,0.029911,
-0.053818,0.085171,-0.118686,

0.022703,-0.051529,0.050847,
0.081747,0.005206,0.008065,
0.127285,-0.086163,0.119161,

0.065074,-0.048596,0.061440,
-0.021999,-0.100343,-0.069224,
0.075760,-0.091920,0.003317,

-0.057962,0.112798,0.118270,
-0.014795,-0.138620,0.101436,
-0.049779,0.063802,-0.064034,

-0.020531,0.105590,0.054301,
0.028599,-0.010480,-0.070514,
0.051241,0.018571,-0.090550,

0.051020,0.005120,-0.118902,
0.039993,-0.075372,-0.122464,
0.085684,-0.025369,0.090139,

0.137034,-0.013310,0.055550,
-0.119918,-0.114952,0.111977,
-0.117533,-0.003396,0.028292,

-0.127071,-0.111670,0.053227,
-0.126336,0.117219,0.020315,
-0.002390,-0.049115,-0.054243,

0.002781,-0.104510,0.094606,
0.014609,0.049573,-0.124592,
0.018043,-0.083691,0.069113,

-0.051288,0.094716,-0.045810,
-0.118109,0.105322,-0.129819,
0.047669,-0.036556,0.129565,

-0.099546,0.122690,-0.052687,
0.094803,0.060008,-0.081732,
-0.136423,0.020066,0.112640,

-0.043910,0.044463,0.126468,
0.129430,-0.113660,0.073355,
0.068939,-0.015120,0.052998,

-0.014480,0.054293,-0.029013,
0.060100,-0.069686,0.070604,
-0.002011,-0.121899,0.105658,

0.084617,0.053422,0.120263,
-0.131406,0.023958,-0.065672,
-0.055594,-0.063492,-0.121985,

-0.134000,-0.012047,-0.113584,
-0.020617,0.118383,-0.075705,
0.040347,0.047945,-0.034250,

-0.035371,-0.078856,-0.038384,
0.009463,-0.064243,0.100646,
0.024227,-0.053932,0.007252,

0.096127,0.084970,-0.104422,
0.108173,0.078031,0.045619,
0.003027,0.126309,0.017068,

0.080927,-0.049359,0.051147,
-0.077904,-0.073353,-0.128235,
-0.062022,-0.114024,0.083317,

-0.104028,0.000677,-0.024961,
-0.132844,-0.009449,0.081760,
0.026087,-0.020189,-0.109639,

-0.139271,0.097564,0.014654,
0.003419,0.130615,0.002569,
-0.061406,-0.023818,-0.029238,

0.023516,-0.088686,0.002169,
-0.085709,0.093357,0.113833,
0.049804,-0.123289,-0.028893,

0.086455,-0.027591,0.046829,
-0.052255,-0.108915,-0.056593,
-0.007973,-0.052055,-0.128202,

-0.118784,-0.045338,-0.111866,
-0.106922,0.101732,0.115197,
-0.102913,-0.090996,0.012884,

-0.111248,-0.064421,-0.066192,
-0.118466,-0.081220,0.134982,
0.072359,0.078913,0.087863,

0.033762,0.111575,0.028914,
-0.076938,-0.067795,0.103012,
-0.124226,0.096920,-0.094910,

-0.003662,0.039463,0.101983,
-0.055527,0.063603,0.066844,
-0.133033,-0.025366,-0.093272,

