0.040359,0.018513,-0.041570,
-0.079463,0.045007,-0.037153,
-0.054205,-0.055859,0.058778,

0.044731,0.012595,0.003708,
0.115884,0.081774,0.132063,
0.022130,-0.130523,-0.021064,

-0.069934,0.134623,-0.030256,
0.001127,0.109842,-0.001083,
-0.067457,-0.062348,0.128860,

0.092826,0.062389,0.056910,
-0.041407,0.045323,-0.086372,
-0.108826,0.045750,0.064962,

-0.125538,0.090994,-0.078366,
-0.093949,-0.046608,-0.107348,
0.016730,-0.031979,0.098360,

-0.122391,0.036075,0.132710,
-0.108446,-0.062380,0.004300,
-0.072886,0.103757,-0.037043,

-0.033723,0.112858,-0.081667,
-0.038216,0.073433,0.084745,
0.042192,0.110206,-0.028795,

0.078572,0.108204,0.085695,
-0.027495,-0.018687,-0.102463,
0.039907,0.070665,-0.088990,

0.102225,-0.132158,-0.104989,
-0.133376,0.039175,0.018381,
-0.094526,-0.053773,0.090086,

0.103401,0.107238,-0.099299,
-0.090557,-0.089167,-0.032422,
0.054387,-0.003185,-0.004344,

-0.005641,0.031019,0.093616,
0.020429,-0.044857,-0.025525,
-0.088193,-0.045705,-0.031668,

0.041409,0.005333,-0.113431,
-0.051620,0.068075,-0.043120,
0.015846,0.122870,-0.122446,

0.048981,0.000163,-0.031045,
-0.099345,-0.034527,0.011387,
-0.103525,0.089520,0.041079,

0.098856,0.051011,-0.019161,
-0.095325,0.133600,-0.100760,
-0.112530,0.038885,0.044819,

0.113946,0.028739,0.015473,
-0.048614,0.115844,0.031870,
-0.019327,-0.007508,-0.140373,

0.017989,-0.084817,0.137165,
0.075482,-0.133861,-0.090148,
-0.059656,0.077345,0.083792,

0.137590,0.133574,-0.133667,
-0.034988,0.047502,-0.019960,
0.032412,-0.082807,-0.103998,

-0.007581,0.049733,-0.001864,
-0.096951,-0.045614,0.077415,
-0.102195,-0.045345,0.140282,

-0.008286,-0.087660,-0.118801,
0.054883,0.130325,-0.009246,
0.118836,-0.104481,-0.055110,

0.056370,-0.014839,-0.133724,
-0.048172,0.081112,0.007681,
0.054937,0.016811,0.106463,

-0.031198,0.081254,-0.023888,
-0.016803,-0.045873,-0.097255,
-0.004028,-0.033643,0.092324,

-0.021477,-0.036779,-0.042777,
0.119686,-0.041701,-0.080761,
-0.135993,0.070235,0.084088,

-0.007138,0.087792,-0.087866,
-0.140594,0.087939,-0.129298,
-0.022753,-0.003713,-0.104037,

0.097163,0.048855,-0.056604,
-0.138806,0.001768,-0.069611,
-0.040781,0.065200,0.124905,

-0.121788,0.119959,-0.010292,
-0.027218,-0.118032,0.029772,
0.093792,0.012790,0.074224,

-0.078990,-0.054023,-0.049751,
-0.118203,-0.022219,0.127037,
-0.003814,-0.049974,0.047333,

0.048726,0.073672,0.041322,
-0.131344,0.035166,-0.105511,
0.122953,-0.116361,0.092499,

0.097001,0.037239,0.075788,
-0.115007,0.027990,0.031414,
0.119601,0.072705,-0.126757,

0.042133,0.093642,-0.019739,
0.021262,0.102787,0.126478,
-0.080904,-0.100743,0.065917,

-0.099942,0.056380,0.040053,
0.103786,-0.116669,0.013475,
0.036470,-0.105857,0.135395,

0.028090,-0.103276,0.092324,
-0.113815,0.125842,-0.085257,
-0.021324,0.024523,-0.065787,

-0.035893,-0.107868,0.046212,
-0.114312,-0.072740,0.132895,
0.028374,-0.060837,-0.056356,

0.056474,0.065225,0.003849,
0.029874,-0.007705,-0.037435,
0.097620,0.124212,-0.039923,

-0.058499,0.085684,0.056696,
-0.053566,0.113467,0.080334,
-0.079356,0.117210,0.091400,

0.067722,-0.137628,-0.037806,
-0.132470,0.055345,0.107886,
0.118322,-0.123405,0.134455,

-0.114116,-0.050056,0.023103,
0.129356,-0.041453,-0.012424,
0.038851,0.012766,-0.029315,

0.083719,0.003600,0.095388,
-0.104810,-0.070205,0.094487,
-0.074054,0.121890,-0.137950,

-0.084564,-0.053982,-0.039648,
0.076316,0.010204,0.038619,
0.010805,0.104970,0.124479,

-0.053994,0.053824,-0.123663,
0.071288,-0.105778,0.031195,
0.004305,-0.124320,0.083590,

0.125068,0.021934,-0.135846,
-0.003130,-0.058277,-0.054598,
